Tue Dec 12 15:17:42 2017
 41.492133l -71.437662l
--------------------------------
Volts     |  1pps   
--------------------------------
  3.7750,   0.0272 
  3.7589,   0.0266 
  3.7479,   0.0235 
  3.7335,   0.0272 
  3.7195,   0.0281 
  3.7149,   0.0226 
  3.7057,   0.0259 
  3.7009,   0.0250 
  3.6945,   0.0250 
  3.6816,   0.0259 
  3.6728,   0.0247 
  3.6581,   0.0266 
  3.6475,   0.0241 
  3.6325,   0.0266 
  3.6133,   0.0281 
  3.6063,   0.0247 
  3.6057,   0.0256 
  3.5925,   0.0238 
  3.5837,   0.0266 
  3.5757,   0.0253 
  3.5699,   0.0247 
  3.5547,   0.0256 
  3.5446,   0.0253 
  3.5364,   0.0281 
  3.5181,   0.0284 
  3.5098,   0.0272 
  3.5019,   0.0299 
  3.4952,   0.0259 
  3.4912,   0.0253 
  3.4833,   0.0256 
  3.4763,   0.0275 
  3.4674,   0.0256 
  3.4659,   0.0253 
  3.4659,   0.0281 
  3.4601,   0.0262 
  3.4476,   0.0259 
  3.4317,   0.0238 
  3.4244,   0.0256 
  3.4201,   0.0262 
  3.4100,   0.0266 
  3.4048,   0.0241 
  3.4052,   0.0235 
  3.4149,   0.0256 
  3.4207,   0.0272 
  3.4286,   0.0281 
  3.4280,   0.0259 
  3.4198,   0.0253 
  3.4116,   0.0247 
  3.3978,   0.0241 
  3.3896,   0.0235 
  3.3829,   0.0229 
  3.3795,   0.0259 
  3.3887,   0.0262 
  3.3969,   0.0284 
  3.3972,   0.0281 
  3.3990,   0.0259 
  3.4058,   0.0229 
  3.4140,   0.0253 
  3.4195,   0.0247 
  3.4225,   0.0238 
  3.4134,   0.0259 
  3.4149,   0.0247 
  3.4164,   0.0235 
  3.4125,   0.0278 
  3.4125,   0.0296 
  3.4097,   0.0281 
  3.4250,   0.0259 
  3.4351,   0.0232 
  3.4430,   0.0247 
  3.4424,   0.0232 
  3.4409,   0.0262 
  3.4427,   0.0250 
  3.4454,   0.0229 
  3.4613,   0.0281 
  3.4750,   0.0266 
  3.4775,   0.0253 
  3.4808,   0.0247 
  3.4854,   0.0272 
  3.4860,   0.0262 
  3.4872,   0.0262 
  3.4888,   0.0262 
  3.4958,   0.0266 
  3.5028,   0.0250 
  3.5156,   0.0284 
  3.5181,   0.0278 
  3.5159,   0.0284 
  3.5294,   0.0275 
  3.5403,   0.0241 
  3.5468,   0.0238 
  3.5507,   0.0256 
  3.5629,   0.0256 
  3.5696,   0.0262 
  3.5770,   0.0256 
  3.5736,   0.0272 
  3.5764,   0.0284 
  3.5834,   0.0262 
  3.5889,   0.0253 
  3.5986,   0.0238 
  3.6032,   0.0238 
  3.6081,   0.0247 
  3.6142,   0.0256 
  3.6252,   0.0262 
  3.6447,   0.0247 
  3.6612,   0.0281 
  3.6642,   0.0278 
  3.6713,   0.0284 
  3.6801,   0.0247 
  3.6804,   0.0262 
  3.6783,   0.0250 
  3.6841,   0.0253 
  3.6905,   0.0262 
  3.7036,   0.0247 
  3.7146,   0.0241 
  3.7274,   0.0296 
  3.7378,   0.0284 
  3.7469,   0.0241 
  3.7567,   0.0253 
  3.7640,   0.0272 
  3.7659,   0.0259 
  3.7631,   0.0250 
  3.7653,   0.0247 
  3.7674,   0.0229 
  3.7781,   0.0253 
  3.7897,   0.0275 
  3.7997,   0.0266 
  3.8028,   0.0266 
  3.8138,   0.0259 
  3.8138,   0.0266 
  3.8272,   0.0259 
  3.8412,   0.0241 
  3.8394,   0.0253 
  3.8504,   0.0275 
  3.8583,   0.0253 
  3.8577,   0.0275 
  3.8605,   0.0278 
  3.8660,   0.0235 
  3.8760,   0.0250 
  3.8852,   0.0247 
  3.8892,   0.0253 
  3.8843,   0.0272 
  3.8782,   0.0259 
  3.8742,   0.0266 
  3.8727,   0.0256 
  3.8773,   0.0281 
  3.8837,   0.0272 
  3.8910,   0.0281 
  3.8950,   0.0226 
  3.8873,   0.0266 
  3.8821,   0.0250 
  3.8736,   0.0262 
  3.8654,   0.0256 
  3.8687,   0.0259 
  3.8657,   0.0232 
  3.8577,   0.0266 
  3.8504,   0.0272 
  3.8400,   0.0281 
  3.8367,   0.0262 
  3.8397,   0.0253 
  3.8443,   0.0262 
  3.8498,   0.0250 
  3.8513,   0.0241 
  3.8470,   0.0259 
  3.8303,   0.0238 
  3.8123,   0.0259 
  3.8004,   0.0272 
  3.7927,   0.0266 
  3.7885,   0.0278 
  3.7851,   0.0232 
  3.7747,   0.0262 
  3.7674,   0.0253 
  3.7570,   0.0259 
  3.7524,   0.0259 
  3.7494,   0.0229 
  3.7479,   0.0275 
  3.7433,   0.0272 
  3.7259,   0.0241 
  3.7146,   0.0259 
  3.6987,   0.0259 
  3.6917,   0.0256 
  3.6816,   0.0256 
  3.6804,   0.0259 
  3.6807,   0.0262 
  3.6807,   0.0241 
  3.6694,   0.0272 
  3.6594,   0.0262 
  3.6420,   0.0262 
  3.6313,   0.0284 
  3.6252,   0.0256 
  3.6154,   0.0278 
  3.6050,   0.0256 
  3.6060,   0.0262 
  3.6032,   0.0284 
  3.6072,   0.0293 
  3.6060,   0.0262 
  3.6041,   0.0275 
  3.5947,   0.0247 
  3.5840,   0.0253 
  3.5641,   0.0256 
  3.5434,   0.0250 
  3.5403,   0.0256 
  3.5400,   0.0250 
  3.5410,   0.0247 
  3.5458,   0.0232 
  3.5529,   0.0284 
  3.5492,   0.0272 
  3.5486,   0.0247 
  3.5419,   0.0259 
  3.5278,   0.0238 
  3.5123,   0.0250 
  3.5052,   0.0250 
  3.4952,   0.0247 
  3.4818,   0.0250 
  3.4723,   0.0262 
  3.4680,   0.0266 
  3.4763,   0.0272 
  3.4854,   0.0235 
  3.4891,   0.0253 
  3.4845,   0.0272 
  3.4778,   0.0247 
  3.4637,   0.0250 
  3.4448,   0.0266 
  3.4375,   0.0253 
  3.4348,   0.0259 
  3.4335,   0.0278 
  3.4265,   0.0287 
  3.4360,   0.0247 
  3.4338,   0.0281 
  3.4354,   0.0272 
  3.4360,   0.0229 
  3.4372,   0.0238 
  3.4363,   0.0247 
  3.4351,   0.0256 
  3.4265,   0.0259 
  3.4143,   0.0278 
  3.4082,   0.0278 
  3.4079,   0.0262 
  3.4174,   0.0250 
  3.4296,   0.0259 
  3.4338,   0.0241 
  3.4265,   0.0241 
  3.4192,   0.0247 
  3.4189,   0.0256 
  3.4155,   0.0259 
  3.4195,   0.0259 
  3.4213,   0.0293 
  3.4256,   0.0229 
  3.4174,   0.0262 
  3.4210,   0.0250 
  3.4305,   0.0241 
  3.4399,   0.0226 
  3.4433,   0.0262 
  3.4540,   0.0232 
  3.4543,   0.0250 
  3.4570,   0.0259 
  3.4525,   0.0253 
  3.4525,   0.0232 
  3.4583,   0.0247 
  3.4631,   0.0262 
  3.4839,   0.0256 
  3.5010,   0.0247 
  3.5144,   0.0247 
  3.5300,   0.0259 
  3.5236,   0.0253 
  3.5284,   0.0275 
  3.5318,   0.0272 
  3.5284,   0.0278 
  3.5342,   0.0259 
  3.5355,   0.0262 
  3.5388,   0.0247 
  3.5388,   0.0253 
  3.5519,   0.0247 
  3.5733,   0.0247 
  3.5797,   0.0256 
  3.5965,   0.0275 
  3.6032,   0.0256 
  3.6005,   0.0253 
  3.6035,   0.0247 
  3.5980,   0.0250 
  3.6060,   0.0250 
  3.6118,   0.0262 
  3.6130,   0.0250 
  3.6200,   0.0259 
  3.6304,   0.0250 
  3.6368,   0.0287 
  3.6456,   0.0253 
  3.6594,   0.0272 
  3.6734,   0.0262 
  3.6865,   0.0262 
  3.6932,   0.0253 
  3.6926,   0.0256 
  3.6942,   0.0262 
  3.7006,   0.0266 
  3.7039,   0.0253 
  3.7189,   0.0259 
  3.7326,   0.0266 
  3.7433,   0.0256 
  3.7537,   0.0235 
  3.7564,   0.0250 
  3.7570,   0.0250 
  3.7631,   0.0241 
  3.7665,   0.0266 
  3.7704,   0.0259 
  3.7814,   0.0238 
  3.7933,   0.0275 
  3.8074,   0.0262 
  3.8211,   0.0281 
  3.8284,   0.0238 
  3.8434,   0.0259 
  3.8474,   0.0250 
  3.8528,   0.0253 
  3.8531,   0.0259 
  3.8470,   0.0262 
  3.8486,   0.0235 
  3.8470,   0.0281 
  3.8553,   0.0281 
  3.8657,   0.0250 
  3.8785,   0.0262 
  3.8931,   0.0266 
  3.8980,   0.0247 
  3.9056,   0.0259 
  3.9081,   0.0256 
  3.8974,   0.0253 
  3.8947,   0.0253 
  3.8776,   0.0278 
  3.8715,   0.0275 
  3.8696,   0.0259 
  3.8629,   0.0262 
  3.8739,   0.0266 
  3.8748,   0.0247 
  3.8892,   0.0250 
  3.8910,   0.0256 
  3.8922,   0.0256 
  3.8809,   0.0256 
  3.8654,   0.0278 
  3.8516,   0.0287 
  3.8492,   0.0253 
  3.8446,   0.0253 
  3.8397,   0.0259 
  3.8391,   0.0262 
  3.8330,   0.0250 
  3.8284,   0.0250 
  3.8205,   0.0253 
  3.8239,   0.0250 
  3.8126,   0.0262 
  3.8123,   0.0284 
  3.7936,   0.0275 
  3.7994,   0.0256 
  3.7885,   0.0253 
  3.7790,   0.0241 
  3.7750,   0.0235 
  3.7674,   0.0238 
  3.7674,   0.0253 
  3.7595,   0.0220 
  3.7561,   0.0281 
  3.7436,   0.0278 
  3.7335,   0.0266 
  3.7192,   0.0253 
  3.7106,   0.0250 
  3.6978,   0.0247 
  3.6951,   0.0266 
  3.6896,   0.0259 
  3.6926,   0.0241 
  3.6902,   0.0253 
  3.6899,   0.0266 
  3.6951,   0.0284 
  3.6865,   0.0266 
  3.6688,   0.0272 
  3.6520,   0.0250 
  3.6346,   0.0253 
  3.6118,   0.0266 
  3.6038,   0.0247 
  3.5999,   0.0253 
  3.6011,   0.0250 
  3.6096,   0.0275 
  3.6127,   0.0266 
  3.6084,   0.0235 
  3.6057,   0.0241 
  3.5895,   0.0247 
  3.5855,   0.0253 
  3.5617,   0.0253 
  3.5596,   0.0235 
  3.5458,   0.0250 
  3.5394,   0.0262 
  3.5400,   0.0281 
  3.5345,   0.0287 
  3.5352,   0.0262 
  3.5376,   0.0259 
  3.5397,   0.0250 
  3.5413,   0.0284 
  3.5364,   0.0284 
  3.5229,   0.0275 
  3.5144,   0.0275 
  3.4924,   0.0272 
  3.4787,   0.0281 
  3.4778,   0.0278 
  3.4653,   0.0247 
  3.4705,   0.0250 
  3.4613,   0.0247 
  3.4637,   0.0235 
  3.4628,   0.0250 
  3.4586,   0.0259 
  3.4448,   0.0253 
  3.4387,   0.0253 
  3.4235,   0.0284 
  3.4195,   0.0281 
  3.4238,   0.0241 
  3.4134,   0.0247 
  3.4323,   0.0262 
  3.4198,   0.0256 
  3.4128,   0.0253 
  3.4000,   0.0256 
  3.4018,   0.0262 
  3.3826,   0.0238 
  3.3713,   0.0278 
  3.3664,   0.0293 
  3.3658,   0.0253 
  3.3804,   0.0247 
  3.3884,   0.0262 
  3.4027,   0.0247 
  3.4012,   0.0259 
  3.4198,   0.0250 
  3.4076,   0.0250 
  3.4189,   0.0259 
  3.4109,   0.0284 
  3.3990,   0.0293 
  3.3923,   0.0272 
  3.3823,   0.0293 
  3.3856,   0.0281 
  3.4070,   0.0241 
  3.4186,   0.0253 
  3.4406,   0.0259 
  3.4518,   0.0235 
  3.4589,   0.0262 
  3.4680,   0.0275 
  3.4634,   0.0266 
  3.4613,   0.0266 
  3.4607,   0.0272 
  3.4583,   0.0253 
  3.4756,   0.0266 
  3.4821,   0.0256 
  3.4891,   0.0247 
  3.5110,   0.0238 
  3.5123,   0.0256 
  3.5196,   0.0281 
  3.5294,   0.0278 
  3.5342,   0.0235 
  3.5352,   0.0259 
  3.5440,   0.0238 
  3.5300,   0.0266 
  3.5370,   0.0250 
  3.5437,   0.0253 
  3.5526,   0.0262 
  3.5635,   0.0241 
  3.5657,   0.0266 
  3.5690,   0.0278 
  3.5687,   0.0241 
  3.5809,   0.0266 
  3.5831,   0.0259 
  3.5898,   0.0262 
  3.5953,   0.0247 
  3.5953,   0.0238 
  3.6105,   0.0241 
  3.6212,   0.0262 
  3.6258,   0.0272 
  3.6404,   0.0272 
  3.6530,   0.0275 
  3.6588,   0.0238 
  3.6716,   0.0256 
  3.6752,   0.0259 
  3.6713,   0.0259 
  3.6642,   0.0250 
  3.6594,   0.0262 
  3.6697,   0.0235 
  3.6755,   0.0278 
  3.6853,   0.0281 
  3.6984,   0.0253 
  3.7143,   0.0250 
  3.7234,   0.0272 
  3.7262,   0.0250 
  3.7387,   0.0247 
  3.7375,   0.0247 
  3.7387,   0.0259 
  3.7280,   0.0250 
  3.7408,   0.0262 
  3.7488,   0.0266 
  3.7582,   0.0262 
  3.7720,   0.0259 
  3.7811,   0.0262 
  3.7885,   0.0250 
  3.7936,   0.0232 
  3.7936,   0.0262 
  3.7988,   0.0247 
  3.7967,   0.0256 
  3.7949,   0.0275 
  3.8052,   0.0293 
  3.8123,   0.0275 
  3.8168,   0.0250 
  3.8306,   0.0241 
  3.8354,   0.0253 
  3.8480,   0.0250 
  3.5724,   0.0259 
  3.5632,   0.0275 
